Experiment,Trustworthiness,Continuity,Shephard Diagram Correlation,Normalized Stress,7-Neighborhood Hit,Calinski-Harabasz-Index,Silhouette coefficient,Davies-Bouldin-Index,SDBW validity index,Distance consistency,Complete List of Hyperparameters,DR,TM
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711150993,0.2637582886278615,0.3585836439377329,0.8027786442565635,-0.6703149645049402,74.5912219065379,1.468804607650286,0.0027406270554702,{'mds': {'max_iter': 560}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3618254142262034,0.9319370822537744,-0.6680086672369857,72.29048661017744,1.4184162499169917,0.0028502521376891,{'mds': {'max_iter': 760}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.358834215554233,0.9200325503615304,-0.6881461576222785,103.00075751375113,1.4154175967082785,0.0035080026310019,{'mds': {'max_iter': 800}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.360760484856078,1.044194092823762,-0.6281880367247757,87.67885734702784,1.357490372790743,0.0033983775487831,{'mds': {'max_iter': 660}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3568453033482632,1.0180964577349747,-0.6683683618251492,71.48571541729318,1.503931248218869,0.002302126726595,{'mds': {'max_iter': 820}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711150993,0.2637582886278615,0.3615748426097034,1.0533196410526513,-0.6817943939700168,91.80910897133978,1.4252835209295205,0.0035080026310019,{'mds': {'max_iter': 700}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221567,0.4150337899336702,0.3594763053215147,1.1705836032863324,-0.6507731483411914,65.77192152094852,1.5225565278310715,0.0029598772199079,{'mds': {'max_iter': 640}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3600557521846713,1.0324388613844488,-0.6822622362239514,53.78060768511337,1.5573645214377956,0.0039465029598772,{'mds': {'max_iter': 620}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711150993,0.2637582886278615,0.3608544492122654,0.9877506136336276,-0.6900384913441011,60.25520766424352,1.455553880208095,0.0026310019732514,{'mds': {'max_iter': 480}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221567,0.4150337899336702,0.3589595013624831,0.9946163158726056,-0.7049986269885358,60.477664607287366,1.3772217210151263,0.0033983775487831,{'mds': {'max_iter': 360}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221591,0.4150337899336702,0.3599931092805462,1.236682246235815,-0.6294048103818982,60.64398415864041,1.441974698357756,0.0031791273843455,{'mds': {'max_iter': 740}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3571115356907947,0.8961416556593617,-0.6263582596347268,57.70040710800821,1.4808819141711087,0.0039465029598772,{'mds': {'max_iter': 500}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3619820214865161,1.2146224535591608,-0.6646436277266429,248.45802353570005,1.40553464234515,0.0028502521376891,{'mds': {'max_iter': 420}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.360948413568453,1.3492248950399093,-0.6609152795443799,42.16055963959029,1.3799173465694248,0.0036176277132207,{'mds': {'max_iter': 680}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3608074670341717,0.8294325112198719,-0.6176136756678758,59.290819604916535,1.5879140094579145,0.0026310019732514,{'mds': {'max_iter': 440}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221591,0.4150337899336702,0.3603376452532339,1.2769138573793584,-0.6549584692585324,53.50503162748988,1.4711278645137424,0.0036176277132207,{'mds': {'max_iter': 340}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221567,0.4150337899336702,0.3589125191843894,1.0914292929694396,-0.642906131339649,84.60735523673036,1.4447296252275807,0.0033983775487831,{'mds': {'max_iter': 720}},mds,bert
reuters_bert_n_categories_65_mds,0.5061047524598539,0.5365191045370462,-0.0989677711151017,0.2637582886278615,0.3581921257869514,1.0403011837638256,-0.6735554646102414,49.13629036467474,1.42465373287597,0.0033983775487831,{'mds': {'max_iter': 400}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221591,0.4150337899336702,0.3590534657186707,1.1679231990450765,-0.693982820467796,60.605189339573215,1.4010797263777564,0.0028502521376891,{'mds': {'max_iter': 520}},mds,bert
reuters_bert_n_categories_65_mds,0.5577101054503668,0.5177035509440633,-0.2829738642221591,0.4150337899336702,0.3558743383343252,0.8550544823636314,-0.6873412958346621,71.938971688818,1.5735019601793123,0.0019732514799386,{'mds': {'max_iter': 600}},mds,bert
